I,UPC
52165,011356570604
52166,011356570611
52167,011356570628
52168,011356570635
52169,011356570642
52170,011356570659
52171,011356570383
52172,011356570390
52173,011356570406
52174,011356570413
52175,011356570420
52177,011356570772
52178,011356570789
52179,011356570796
52182,011356570826
52183,011356570833
52185,011356570840
52186,011356570499
52189,011356570512
52198,011356570529
52199,011356570536
52214,011356570543
52215,011356570550
52216,011356570857
52217,011356570864
52219,011356570888
52220,011356570895
52221,011356570567
52222,011356570574
52223,011356570581
52224,011356570598
52225,011356570000
52226,011356570017
52227,011356570024
52228,011356570031
52229,011356570048
52230,011356571410
52233,011356570055
52234,011356570062
52235,011356570079
52236,011356570093
52237,011356570086
52240,011356571373
52241,011356570215
52247,011356570239
52249,011356570246
52251,011356570345
52258,011356570352
52260,011356570369
52261,011356570376
52263,011356570666
52264,011356570673
52265,011356570680
52275,011356570260
52276,011356571366
52287,011356571397
52290,011356571403
52291,884110757715
52296,642230261273
52297,642230261341
52307,011356570697
52309,011356570451
52318,011356570468
52355,015813853606
52370,022188780147
52371,022188780130
52442,011356570475
52443,011356570185
52444,011356570192
52446,011356570437
52447,011356570444
52448,011356570710
52449,011356570727
52476,011356570734
52479,011356570741
52480,011356570758
52487,011356570482
52561,023614257998
52562,023614258681
52563,023614258001
52569,023614258063
52571,023614258087
52572,023614258094
52573,023614258100
52576,023614258155
52582,023614258216
52584,023614258230
52586,023614258254
52631,023614257936
52632,023614257943
52636,023614257950
52637,023614257967
52696,048702111112
52697,048702111129
52698,048702114106
52699,048702114151
52702,048702114083
52703,048702114076
52704,048702114090
52707,602686107310
52708,602686292030
52709,602686313094
52912,062654967658
52913,062654907555
52939,011356185167
52940,011356185174
52941,011356185181
52942,011356184658
52943,011356184641
52944,011356184665
52945,011356184696
52946,011356184689
52947,011356184672
52948,011356184702
52953,011356185334
52965,011356185266
52966,011356185273
52967,011356185280
52968,011356185297
53023,011356570116
53026,011356570147
53044,011356570321
53046,011356570901
53047,011356570918
53048,011356570925
53049,011356570932
53050,011356570949
53051,011356570956
53053,011356570963
53054,011356570970
53055,011356570987
53056,011356571014
53057,011356571021
53058,011356571038
53059,011356571045
53060,011356571052
53061,011356571069
53062,011356571076
53063,011356571083
53064,011356571090
53065,011356570994
53066,011356571007
53067,062654472169
53068,011356472212
53069,062654472152
53070,062654472176
53071,011356472229
53072,011356472236
53086,062654702402
53087,062654702143
53088,062654702105
53089,062654705403
53090,062654705144
53092,062654705106
53093,062654708404
53096,062654708145
53097,062654708107
53099,011356229328
53106,011356225597
53107,011356192011
53108,011356192028
53109,011356225931
53146,602686168298
53148,602686168595
53150,602686048095
53152,602686128292
53153,602686108096
53159,602686108294
53160,602686067294
53168,847313014672
53182,761226087717
53183,761226089032
53184,761226089049
53185,761226089056
53186,761226089063
53187,761226089070
53235,747115431250
53236,747115431274
53243,747115431014
53244,747115431045
53245,747115431038
53246,747115433490
53277,646437328234
53285,048702006289
53286,048702008825
53287,048702006296
53288,048702006302
53289,048702006319
53353,619835090010
53369,048702006340
53404,048702006357
53417,048702006364
53430,048702006371
53431,048702006388
53533,022188133578
53535,022188134391
53537,022188134360
53539,022188133059
53544,022188702965
53547,022188703238
53548,022188780116
53736,048702010385
53739,048702010408
53753,048702010392
53754,048702119637
53755,048702119613
53756,048702119644
53757,048702119620
53807,015813542500
53816,048702010088
53888,048702010118
53944,764503032011
53947,048702010156
53955,048702010149
54001,048702010132
54004,048702010552
54005,048702010569
54006,048702009112
54007,048702010248
54008,048702010545
54009,048702010255
54014,022188872217
54111,736676038107
54115,736676038114
54549,884110757708
54585,736676037018
54598,640832000405
54606,640832000900
54613,678958538304
54750,798681544752
54894,798681582518
54895,798681582495
54896,798681577842
54989,798681505982
55244,022188134193
55245,022188134209
55293,015813516686
55309,642230260917
55737,798681583423
55791,602686068093
55814,798681582501
55901,798681453160
56042,736676058167
56043,736676058174
56183,811777021835
56184,736676191000
56185,736676191017
56842,736676058471
56854,764503662010
56858,764503662034
56870,764503672019
56875,752334091659
56876,752334091802
56878,752334340139
56880,752334345134
56881,678958735215
56882,678958735246
56884,678958744248
56887,678958738247
56888,678958538311
56897,682146280074
57116,043125065103
57117,043125308286
57212,713780241302
57309,736676171071
57310,736676171088
57311,736676171118
57312,736676171101
57351,736676171224
57352,736676171217
57353,736676171231
57359,736676051298
57360,736676051304
57414,011356186140
57415,011356186157
57416,011356186713
57431,062654962509
57432,062654962103
57434,062654287503
57435,062654257957
57821,022188138146
57825,022188138177
57828,022188780208
57829,022188780178
58203,619835011015
58205,619835016065
58206,619835015013
58309,678958745306
58318,678958253870
58326,678958738292
58415,744253001987
58416,744253001994
58489,015813853705
58500,678958820904
58501,678958822908
58511,736676084005
58566,736676084012
58567,736676054015
58731,048702117725
59353,725327607083
59354,725327607090
59402,022188870725
59403,022188870640
59724,640832007381
60231,839665004746
60232,839665004784
60233,839665001028
60234,839665001080
60235,839665001851
60239,839665008362
60579,023614440871
60668,752334009951
60757,736676051335
60758,736676051335
60859,752334099969
60860,752334099983
60861,752334099976
60923,047700810621
60970,011356188908
60978,062654927454
60979,062654927508
60980,062654967702
60981,062654967719
60984,062654257353
60985,062654257407
60986,062654257452
61067,842834100507
61220,818725011153
61264,048702148958
61296,747115419098
61331,023614067931
61332,023614067924
61333,023614067955
61334,023614067948
61335,023614067979
61339,023614067856
61340,023614067849
61341,023614067870
61342,023614067863
61379,023614067283
61385,023614067351
61387,023614067375
61388,023614067382
61389,023614067399
61393,023614066613
61395,023614066620
61402,023614068075
61403,023614068082
61407,023614068105
61410,023614259589
61414,023614259602
61422,023614259688
61424,023614259701
61692,022188701333
61693,022188701357
61695,022188780413
61698,022188780444
61699,022188780420
61700,022188780383
61704,022188142358
61707,022188142259
61708,022188142266
61748,022188030433
61749,022188626346
61751,022188033519
61767,761226085959
61812,736676058532
61816,022188142228
61817,022188142235
61818,022188142242
61871,015813504850
61872,015813503587
62024,806703064017
62130,818773020435
62186,706397161019
62187,706397161026
62194,619835016096
62195,619835060082
62196,619835060099
62206,082442111100
62207,082442111117
62273,706397168018
62297,813393011504
62364,806703060866
62394,752334099945
62395,752334099921
62396,752334099938
62602,845737000103
62617,818513009218
62696,725327608332
62787,662205984624
64074,787450044357
64077,640832002676
64078,602686211109
64708,839665008508
64725,839665009833
64727,839665002513
64728,839665004760
64729,839665003794
64770,839665005859
64773,839665005811
64774,839665005088
69296,736676054503
69517,736676051342
69518,736676051342
69681,752334500021
69682,752334500069
69683,752334500083
69684,752334500038
69685,752334401007
69686,752334401021
69687,752334401038
69688,752334500076
69689,752334401045
69690,752334401014
69841,736676012619
69842,736676058549
69854,642230260474
69857,642230260511
69859,642230260597
69861,642230260627
69877,642230260979
69886,642230261617
69890,744253002298
69891,744253002304
69917,736676012565
69960,736676083114
70100,736676009121
70101,736676006236
70102,736676006212
70103,736676006229
70104,736676006243
70105,736676006250
70106,736676006267
70107,736676006298
70161,736676005055
70162,736676003068
70163,736676003167
70164,736676003099
70165,736676003198
70166,736676003082
70167,736676003181
70168,736676004058
70169,736676004065
70170,736676004454
70171,736676004652
70172,736676004553
70175,736676004461
70176,736676004638
70177,736676008131
70178,736676008100
70179,736676008025
70180,736676008070
70181,736676008148
70182,736676008117
70183,736676008049
70184,736676008063
70236,736676057375
70240,736676057184
70241,736676057191
70242,736676057207
70252,736676055012
70253,736676055029
70254,736676055050
70255,736676017027
70257,736676017041
70258,736676017058
70260,736676017072
70265,736676017157
70279,736676011025
70280,736676011032
70626,736676011513
70644,736676009138
70661,736676008605
70666,736676006618
70678,736676008629
70688,736676006625
70711,022188030723
70712,022188137545
70713,022188038101
70714,022188030617
70718,022188145359
70764,619835011022
70831,764503016523
70835,764503702013
70837,764503682018
70872,744253002144
70873,744253002168
70876,744253002328
71096,011356191366
71097,011356191373
71309,011356191397
71334,011356191403
71342,011356191410
71343,011356191427
71350,011356191533
71360,011356191540
71369,011356191557
71370,011356191564
71745,062654452000
71747,062654967344
71748,062654967825
71899,062654287022
71927,062654257520
71978,022188084825
71998,022188084832
71999,022188084856
72001,022188084115
72004,022188703399
72005,022188703184
72222,023614071181
72223,023614071198
72224,023614071204
72246,023614071587
72288,023614071655
72290,023614071679
72296,678958538397
72326,736676371389
72327,736676371396
72330,736676371402
72355,736676371174
72367,736676371211
72375,736676371242
72377,736676371259
72393,736676371303
72471,048702119583
72472,048702119668
72473,048702119675
72474,048702119590
72573,023614068211
72935,884110757807
72944,736676011339
72966,761226086208
72989,023614071242
72990,023614072003
72991,023614072010
73201,764503175022
73204,764503195020
73213,764503225024
73216,764503235023
73384,764503315022
73391,764503265020
73394,764503275029
73400,764503335020
73452,764503343018
73453,764503353017
73498,804879268574
73499,804879268581
73617,764503375026
73642,082442153667
73643,082442154282
73752,023614068181
73753,023614068204
73754,023614259541
73924,736676068036
73925,619835011039
73926,619835060136
73927,747115420292
73928,747115420308
73929,747115420315
73930,747115420322
73932,747115420346
73935,747115420391
73936,747115420407
73938,747115420421
74602,727962500521
74603,727962500514
74604,727962500538
74622,022188624106
74682,640832003192
74683,640832004618
74801,662205985560
74802,662205985553
75410,725327609681
75411,725327609698
75414,725327610175
75541,839665008799
75543,839665004906
75545,839665003732
75547,839665008829
75550,839665002186
75551,839665002193
75554,839665002575
75555,839665003855
75556,839665003923
75558,813393012600
75847,015813507714
75957,736676058556
76031,602686067317
76089,678958740202
76321,852005002080
76379,798681430376
76385,798681430413
76601,736676067008
76657,884110372055
76659,884110372093
76740,022188780475
76743,015813853255
76795,725327609377
76796,725327610236
76797,725327610229
76798,725327610212
76852,682146348279
76854,682146348361
76871,744253002380
76872,744253002397
77259,813393013959
77261,706397168025
77287,736676081004
77440,787450074477
77517,736676083138
77533,713780241791
77534,713780241777
77541,818513009201
77543,848037000019
77544,848037000033
77545,848037000026
77795,736676057658
77846,798681434732
77855,619835016119
77891,640832003338
77909,857679003029
77960,725327610694
78086,011356196552
78087,011356196569
78088,011356196576
78089,011356196583
78090,011356196590
78091,011356196606
78096,011356197382
78097,011356197399
78098,011356197405
78338,011356012692
78339,011356012708
78402,062654400025
78639,062654137754
78640,062654137808
78641,062654137853
78642,062654137907
78643,062654137952
78644,062654138058
78645,062654138102
78646,062654138157
78647,062654138201
78650,011356194879
78651,011356194954
78653,011356194961
78654,011356194893
78655,011356194909
78657,023614072096
78658,023614072089
