I,Q,P,UPC
144656,25,196.63,810099571349
144657,25,196.63,810099571356
144658,25,196.63,810099571363
144659,25,196.63,810099571370
144660,25,196.63,810099571387
144661,25,196.63,810099571394
144662,25,196.63,810099571509
144663,25,196.63,810099571516
144664,25,196.63,810099571523
144665,10,196.63,810099571530
144666,25,196.63,810099571547
144667,25,196.63,810099571554
144668,25,196.63,810099571561
144669,25,196.63,810099571578
144670,25,196.63,810099571585
144671,25,196.63,810099571592
144687,25,316.0,860007252112
144688,25,265.0,860007252129
144694,25,469.0,806703951201
144705,13,260.67,752334900500
144706,0,273.54,752334900517
144707,0,287.47,752334900524
144708,0,322.47,752334900531
144744,25,739.73,642230263901
144745,25,762.6,642230263918
144791,0,1711.0,0
144792,25,624.87,736676191314
144810,25,964.64,810035755024
144821,0,237.36,725327629368
144823,25,514.0,022188889543
144824,22,514.0,022188889604
144825,0,514.0,022188889574
144826,25,514.0,022188889635
144841,0,709.0,642230262003
144842,1,498.89,687748692942
144843,1,498.89,687748692959
144846,0,1483.52,646809581557
144847,0,1483.52,646809581717
144850,12,728.47,787450797918
144864,2,1782.25,819511021653
144865,0,1206.1,819511021844
144866,0,1754.25,819511021837
144867,1,1370.87,819511022063
144868,0,1748.87,819511021646
144869,1,1923.33,819511021745
144871,0,1922.25,819511021882
144873,1,1935.18,819511022094
144874,1,1136.1,819511021998
144883,0,1055.38,806703914206
144884,25,246.7,725327630944
144887,3,1759.0,798681648436
144889,25,334.83,752334401113
144892,10,32.26,851046006866
145087,25,559.0,723364224256
145103,0,1125.0,860004938460
145110,7,237.36,725327619284
145139,3,1431.68,810052407272
145140,3,1431.68,810052407289
145141,4,1317.49,810052407296
145142,3,1317.49,810052407302
145143,0,966.16,840213900007
145144,0,1010.08,840213900021
145194,25,566.0,798681663644
145195,14,566.0,798681663620
145196,0,680.0,798681663767
145197,0,680.0,798681663781
145198,13,566.0,798681663651
145199,25,566.0,798681663637
145200,0,680.0,798681663774
145201,0,680.0,798681663798
145203,0,967.0,798681660711
145262,1,1022.22,812102033974
145263,5,1033.33,812102031888
145422,4,2072.0,853427007714
145472,11,356.5,752334401137
145493,11,577.78,602401535121
145494,14,709.0,602401535138
145495,25,589.0,602401535145
145496,15,749.0,602401535152
145507,0,36.67,720825720395
145532,0,814.01,642230263642
145533,0,814.01,642230263659
145534,0,814.01,642230263666
145535,0,814.01,642230263673
145545,7,548.35,682146398441
145546,0,1858.98,023614744238
145549,25,327.0,022188891706
145553,1,560.0,847313018373
145554,0,2419.0,847313018045
145555,0,2531.0,847313018052
145556,2,2327.0,847313012371
145557,2,1904.0,847313017369
145560,2,1680.0,847313017987
145561,2,1716.0,847313017932
145562,0,1680.0,847313017963
145563,2,1792.0,847313017970
145571,0,849.0,015813851527
145618,25,351.0,798681640447
145619,0,1231.0,798681659760
145620,0,1231.0,798681666096
145722,1,2050.0,853418184219
145723,0,376.0,764503993152
145724,0,365.0,764503040467
145725,0,388.0,764503040498
145726,0,432.0,764503913129
145727,0,445.0,764503052132
145728,0,1235.57,023614852681
145729,0,1235.57,023614852735
145770,0,725.99,696528087779
145771,0,725.99,696528087786
145772,25,813.99,691328238024
145773,0,813.99,691328238031
145774,2,1145.99,810651027055
145775,1,1145.99,810651029240
145776,10,1145.99,810651029721
145777,5,1145.99,810651029738
145778,1,1145.99,810651027048
145779,5,1145.99,810651029233
145780,5,1145.99,810651027024
145781,0,1145.99,810651029202
145782,1,1145.99,810651028991
145783,3,1145.99,810651029226
145784,4,1145.99,810651027031
145785,10,1145.99,810651029219
145786,11,1145.99,810651027017
145787,6,1145.99,810651029196
145788,1,1145.99,696528086789
145789,0,1145.99,696528086796
145790,3,1233.99,810651029004
145791,2,1233.99,810651029257
145792,2,1366.99,810651029370
145793,1,1366.99,810651029349
145794,0,1366.99,696528088332
145795,3,1366.99,696528088363
145796,2,1366.99,810651029387
145797,2,1366.99,810651029356
145798,2,1366.99,696528088431
145799,3,1366.99,696528088448
145800,1,1366.99,696528088356
145801,2,1366.99,696528088387
145802,1,1366.99,810651029394
145803,2,1366.99,810651029363
145804,2,1366.99,696528088349
145805,5,1366.99,696528088370
145806,1,1366.99,696528088424
145807,0,1366.99,696528088417
145808,25,1366.99,691328238147
145809,16,1366.99,691328238154
145810,21,1366.99,691328238161
145811,25,1366.99,691328238178
145812,1,1366.99,691328238185
145813,2,1366.99,691328238192
145814,6,1366.99,691328238208
145815,5,1366.99,691328238215
145816,13,1366.99,691328238222
145817,18,1366.99,691328238239
145818,2,1366.99,691328238246
145819,1,1366.99,691328238253
145820,25,1366.99,691328238260
145821,7,1366.99,691328238277
145822,5,1366.99,691328238284
145823,13,1366.99,691328238291
145824,3,1366.99,691328238307
145825,2,1366.99,691328238314
145826,4,1558.99,691328238499
145827,2,1558.99,691328238505
145828,0,1558.99,691328238512
145829,1,1558.99,691328238529
145830,1,1558.99,691328238536
145831,0,1558.99,691328238543
145832,1,1558.99,691328238550
145833,2,1558.99,691328238567
145834,2,1558.99,691328238574
145835,2,1558.99,691328238581
145836,1,1558.99,691328238598
145837,2,1558.99,691328238604
145838,5,1558.99,691328238611
145839,0,1558.99,691328238628
145840,1,1558.99,691328238635
145841,1,1558.99,691328238642
145842,2,1412.99,810651029035
145843,1,1412.99,810651029486
145844,2,1412.99,810651029615
145845,0,1412.99,810651029622
145846,1,1412.99,810651029059
145847,0,1412.99,810651029509
145848,3,1412.99,810651029073
145849,1,1412.99,810651029523
145850,1,1412.99,810651029042
145851,2,1412.99,810651029493
145852,0,1412.99,810651029066
145853,1,1412.99,810651029516
145854,2,1412.99,696528086802
145855,0,1412.99,696528086819
145856,0,1501.99,696528086550
145857,0,1501.99,696528086567
145858,0,1771.99,810651028007
145859,0,1771.99,810651028366
145860,0,1771.99,691328234842
145861,1,1771.99,810651028045
145862,1,1771.99,810651028403
145863,23,1771.99,810651029790
145864,16,1771.99,810651029806
145865,2,1771.99,810651028021
145866,2,1771.99,810651028380
145867,4,1771.99,810651028038
145868,2,1771.99,810651028397
145869,2,1771.99,810651029585
145870,2,1771.99,810651029592
145871,2,1771.99,810651028076
145872,2,1771.99,810651028434
145873,0,1771.99,810651029103
145874,1,1771.99,810651029127
145875,3,1771.99,810651028106
145876,1,1771.99,810651028465
145877,8,1771.99,810651028090
145878,6,1771.99,810651028458
145879,2,1771.99,810651028052
145880,1,1771.99,810651028410
145881,1,1771.99,810651028069
145882,1,1771.99,810651028427
145883,2,1771.99,810651029851
145884,0,1771.99,810651029868
145885,0,1771.99,810651028113
145886,0,1771.99,810651028472
145887,1,1771.99,810651028120
145888,6,1771.99,810651028489
145889,4,1771.99,810651028151
145890,9,1771.99,810651028519
145891,1,1771.99,810651028144
145892,0,1771.99,810651028502
145893,1,1771.99,696528086826
145894,3,1771.99,696528086840
145895,1,1771.99,810651028137
145896,1,1771.99,810651028496
145897,1,1771.99,810651028168
145898,4,1771.99,810651028526
145899,2,1860.99,810651029011
145900,2,1860.99,810651029028
145901,2,1993.99,810651029400
145902,1,1993.99,810651029820
145903,1,1993.99,810651029837
145904,1,1993.99,810651029417
145905,2,1993.99,810651029455
145906,2,1993.99,696528088271
145907,1,1993.99,696528088875
145908,1,1993.99,810651029431
145909,1,1993.99,810651029479
145910,2,1993.99,696528088455
145911,1,1993.99,696528088912
145912,1,1993.99,696528088295
145913,1,1993.99,696528088899
145914,1,1993.99,810651029882
145915,1,1993.99,810651029899
145916,0,1993.99,810651029424
145917,1,1993.99,810651029462
145918,2,1993.99,696528088288
145919,1,1993.99,696528088882
145920,1,1993.99,696528088400
145921,0,1993.99,696528088905
145922,2,1860.99,810651029929
145923,0,1860.99,691328234835
145924,1,1860.99,810651029981
145925,11,1860.99,810651029950
145926,1,1860.99,810651029943
145927,2,1860.99,810651029974
145928,1,1860.99,810651029967
145929,1,1860.99,696528086208
145930,4,1860.99,696528086215
145931,0,1860.99,696528086239
145932,1,1860.99,696528086222
145933,1,1860.99,810651029998
145934,2,1860.99,696528086192
145935,1,1860.99,696528086253
145936,1,1860.99,696528086246
145937,2,1860.99,696528086260
145938,1,1860.99,696528086291
145939,2,1860.99,696528086284
145940,1,1860.99,696528086857
145941,1,1860.99,696528086277
145942,1,1860.99,696528086307
145943,1,1948.99,810651029912
145944,1,2082.99,696528086314
145945,1,2082.99,696528086338
145946,1,2082.99,696528086321
145947,0,2082.99,696528088301
145948,2,2082.99,696528086345
145949,2,2082.99,696528088462
145950,1,2082.99,696528088325
145951,2,2082.99,696528086369
145952,1,2082.99,696528086352
145953,1,2082.99,696528088318
145954,2,2082.99,696528088394
145955,0,2037.99,691328238819
145956,0,2037.99,691328238864
145957,1,2037.99,691328238871
145958,0,2037.99,691328238895
145959,0,2037.99,696528090847
145960,25,2037.99,696528090854
145961,25,2037.99,696528090861
145962,3,2037.99,696528090892
145963,3,2037.99,696528090908
145964,14,2037.99,696528090915
145965,25,2037.99,696528090922
145966,1,2037.99,696528090939
145967,1,2037.99,696528090946
145968,1,2037.99,696528090953
145969,0,2037.99,696528090960
145970,0,2037.99,696528090977
145971,5,2037.99,696528090984
145972,21,2037.99,696528090991
145973,25,2037.99,696528091004
145974,2,2037.99,696528091011
145975,1,2037.99,696528091028
145976,1,2037.99,696528091035
145977,1,2037.99,696528091042
145978,2,2037.99,696528091059
145979,2,2037.99,696528091066
145980,1,2037.99,696528091097
145981,2,2037.99,696528091103
145982,5,2037.99,696528091110
145983,25,2037.99,696528091127
145984,2,2037.99,696528091141
145985,3,2037.99,696528091158
145986,4,2037.99,696528091165
145987,9,2037.99,696528091172
145988,1,2037.99,696528091189
145989,3,2037.99,696528091196
145990,2,2037.99,696528091202
145991,7,2037.99,696528091219
145992,4,2037.99,696528091226
145993,7,2037.99,696528091233
145994,3,2259.99,696528091240
145995,13,2259.99,696528091264
145996,10,2259.99,696528091271
145997,5,2259.99,696528091301
145998,6,2259.99,696528091318
145999,3,2259.99,696528091325
146000,3,2259.99,696528091332
146001,1,2259.99,696528091349
146002,0,2259.99,696528091356
146003,7,2259.99,696528091363
146004,4,2259.99,696528091370
146005,1,2259.99,696528091387
146006,2,2259.99,696528091394
146007,2,2259.99,696528091424
146008,2,2259.99,696528091431
146009,0,2259.99,696528091448
146010,0,2259.99,696528091455
146011,1,2126.99,696528091516
146012,5,2126.99,696528091523
146013,0,2126.99,696528091530
146014,23,2126.99,696528091547
146015,2,2126.99,696528091561
146016,2,2126.99,696528091578
146017,0,2126.99,696528091585
146018,1,2126.99,696528091592
146019,3,2126.99,696528091608
146020,13,2126.99,696528091615
146021,0,2126.99,696528091622
146022,2,2126.99,696528091639
146023,0,2126.99,696528091646
146024,1,2126.99,696528091660
146025,15,2126.99,696528091677
146026,0,2126.99,696528091684
146027,1,2126.99,696528091691
146028,2,2126.99,696528091707
146029,1,2126.99,696528091714
146030,5,2214.99,696528091721
146031,2,2347.99,696528091738
146032,1,2347.99,696528091745
146033,2,2347.99,696528091769
146034,1,2347.99,696528091776
146035,1,2347.99,696528091783
146036,2,2347.99,696528091790
146037,1,2347.99,696528091806
146038,1,2347.99,696528091820
146039,2,2347.99,696528091837
146040,6,2126.99,696528092490
146041,25,2126.99,696528092506
146042,25,2126.99,696528092513
146043,25,2126.99,696528092520
146044,23,2126.99,696528092537
146045,23,2126.99,696528092544
146046,25,2126.99,696528092551
146047,3,1860.99,691328238086
146048,18,1860.99,691328238079
146049,11,1860.99,691328238062
146050,0,1860.99,691328238055
146051,22,1860.99,696528091899
146052,0,2126.99,696528086574
146053,1,2126.99,696528086581
146054,1,2126.99,696528086635
146055,2,2126.99,696528086604
146056,2,2126.99,696528086598
146057,2,2126.99,696528086628
146058,7,2126.99,696528086611
146059,1,2126.99,696528086666
146060,0,2126.99,696528086673
146061,0,2126.99,696528086697
146062,8,2126.99,696528086680
146063,0,2126.99,696528086642
146064,1,2126.99,696528086659
146065,1,2126.99,696528086710
146066,0,2126.99,696528086703
146067,2,2126.99,696528086727
146068,2,2126.99,696528086758
146069,1,2126.99,696528086741
146070,0,2126.99,696528086864
146071,0,2126.99,696528086734
146072,2,2126.99,696528086765
146073,0,2214.99,691328237713
146074,2,2214.99,696528087007
146075,2,2251.99,810651024528
146076,3,2251.99,810651029639
146077,1,2251.99,810651024566
146078,2,2251.99,810651024559
146079,14,576.6,855959002618
146080,1,2251.99,810651024627
146081,0,2251.99,696528086956
146082,2,2251.99,696528087175
146083,1,4424.99,810651024832
146084,1,4424.99,810651024849
146085,4,4424.99,810651024856
146086,2,4424.99,810651024825
146087,1,4424.99,810651025655
146088,2,4424.99,810651025662
146089,2,4424.99,810651025679
146090,4,4424.99,810651025648
146091,2,4424.99,810651029646
146092,2,4424.99,810651029660
146093,0,4424.99,810651029677
146094,2,4424.99,810651029653
146095,2,4424.99,810651029684
146096,2,4424.99,810651029707
146097,3,4424.99,810651029714
146098,0,4424.99,810651029691
146099,2,4424.99,810651025112
146100,1,4424.99,810651025129
146101,1,4424.99,810651025136
146102,1,4424.99,810651025105
146103,1,4424.99,810651025938
146104,1,4424.99,810651025945
146105,1,4424.99,810651025952
146106,1,4424.99,810651025921
146107,0,4424.99,810651025075
146108,1,4424.99,810651025082
146109,1,4424.99,810651025099
146110,2,4424.99,810651025068
146111,1,4424.99,810651025891
146112,0,4424.99,810651025907
146113,1,4424.99,810651025914
146114,0,4424.99,810651025884
146115,1,4424.99,810651025297
146116,2,4424.99,810651025303
146117,2,4424.99,810651025310
146118,3,4424.99,810651025280
146119,0,1241.33,806703911700
146120,1,4424.99,810651026096
146121,3,4424.99,810651026102
146122,3,4424.99,810651026119
146123,3,4424.99,810651026089
146124,1,4424.99,696528086888
146125,0,4424.99,696528086895
146126,2,4424.99,696528086901
146127,2,4424.99,696528086871
146128,0,4424.99,696528086925
146129,0,4424.99,696528086932
146130,2,4424.99,696528086949
146131,0,4424.99,696528086918
146132,1,1682.99,696528087335
146133,1,1682.99,696528087458
146134,1,1682.99,696528087564
146135,0,1682.99,696528087380
146136,0,1682.99,696528087366
146137,0,1682.99,696528087359
146138,0,1682.99,696528087489
146139,2,1682.99,696528087571
146140,1,1682.99,696528087410
146141,0,1682.99,696528087373
146142,0,1682.99,696528092674
146143,0,1682.99,696528092698
146144,1,1682.99,696528092711
146145,1,1682.99,696528092735
146146,1,1682.99,696528092759
146147,1,1771.99,696528087526
146148,1,1771.99,696528087502
146149,1,1771.99,696528087540
146150,2,1771.99,696528087533
146151,1,1771.99,696528087519
146152,3,1771.99,696528087557
146153,1,1771.99,696528092773
146154,1,1771.99,696528092797
146155,2,1771.99,696528092810
146156,3,2126.99,696528086512
146157,0,2126.99,696528086529
146158,1,2126.99,810651029134
146159,0,2126.99,810651029141
146161,0,2126.99,810651029158
146162,2,2126.99,696528087236
146163,11,2126.99,810651029165
146164,10,2126.99,810651029189
146165,0,2126.99,810651029172
146166,21,2126.99,810651029295
146167,1,2126.99,696528086536
146168,1,2126.99,696528086543
146169,2,2126.99,696528086383
146170,1,2126.99,696528086390
146171,5,2126.99,696528086406
146172,1,2126.99,696528087243
146173,9,2126.99,696528086413
146174,12,2126.99,696528086437
146175,1,2126.99,696528086420
146176,14,2126.99,696528086475
146177,2,2126.99,696528092957
146178,1,2126.99,696528092971
146179,2,2126.99,696528092995
146180,18,2126.99,696528092902
146181,19,2126.99,696528093022
146182,10,2126.99,696528093046
146183,14,2126.99,696528092919
146184,1,2126.99,696528093077
146185,0,2126.99,696528093091
146186,0,2126.99,696528093114
146187,2,2214.99,696528086970
146188,13,2214.99,810651029264
146189,0,2214.99,696528087199
146190,1,2214.99,696528086987
146191,14,2214.99,696528086444
146192,2,2214.99,696528087205
146193,12,2214.99,696528092926
146194,1,2214.99,696528092933
146195,0,2214.99,696528093169
146196,0,2037.99,691328237270
146197,0,1953.46,691328237331
146198,0,2037.99,691328237294
146199,0,2037.99,691328237263
146200,7,1949.99,691328237416
146201,5,1949.99,691328237423
146202,2,1949.99,691328237447
146203,6,1949.99,691328237461
146204,3,2251.99,696528087250
146205,3,2251.99,810651025501
146206,4,2251.99,810651025457
146207,2,2251.99,810651029301
146208,0,2251.99,810651025525
146209,2,2251.99,810651025464
146210,4,2251.99,810651025471
146211,0,2251.99,696528086963
146212,9,2251.99,696528087182
146213,1,3942.99,696528087267
146214,1,3942.99,810651025570
146215,0,3942.99,810651025532
146216,3,3942.99,810651029318
146217,1,3942.99,810651025556
146218,3,3942.99,696528086994
146219,1,3942.99,696528087212
146220,9,1432.99,696528087694
146221,7,1474.99,696528088004
146222,7,1474.99,696528088011
146223,0,1432.99,696528087755
146224,0,1474.99,696528087946
146225,0,1474.99,696528087953
146226,0,1432.99,696528087762
146227,0,1474.99,696528087960
146228,0,1474.99,696528087977
146229,4,1390.99,696528090724
146230,3,1432.99,696528090731
146231,3,1432.99,696528090748
146232,5,1390.99,696528090755
146233,4,1432.99,696528090762
146234,4,1432.99,696528090779
146235,0,1432.99,696528089988
146236,0,1432.99,696528090021
146237,0,1432.99,696528090052
146238,0,1474.99,696528090014
146239,0,1474.99,696528090038
146240,0,1474.99,696528090069
146246,0,1474.99,696528090045
146247,0,1474.99,696528090076
146248,25,1432.99,696528087687
146249,5,1474.99,696528087984
146250,6,1474.99,696528087991
146251,16,1615.99,696528089131
146252,5,1558.99,696528089148
146253,8,1558.99,696528089155
146254,3,1432.99,696528089278
146255,0,1474.99,696528089285
146256,6,1474.99,696528089292
146257,1,1548.99,810651027437
146258,3,1548.99,810651027444
146259,2,1548.99,810651027451
146260,0,2033.99,810651027499
146261,0,2033.99,810651027505
146262,4,2033.99,810651027512
146263,0,2121.99,696528089971
146264,1,2121.99,696528089889
146265,1,2121.99,696528089896
146266,0,1637.99,696528089926
146267,3,1637.99,696528089940
146268,0,1637.99,696528089957
146269,1,2033.99,696528089162
146270,0,2033.99,696528089186
146271,0,2033.99,696528089193
146272,1,1548.99,696528089223
146273,2,1548.99,696528089247
146274,2,1548.99,696528089254
146275,0,2672.99,810651027376
146276,0,2672.99,810651027390
146277,0,2672.99,810651027383
146278,0,2672.99,810651027345
146279,0,2672.99,810651027352
146280,2,2672.99,810651027369
146281,1,2672.99,696528089315
146282,0,2672.99,696528089353
146283,0,2672.99,696528089346
146284,0,2672.99,696528089384
146285,1,2672.99,696528089407
146286,0,2672.99,696528089414
146287,0,2830.99,810651022876
146288,0,2830.99,810651023071
146289,0,2830.99,810651022975
146290,0,2830.99,810651022883
146291,0,2830.99,810651023088
146292,0,2830.99,810651022982
146293,0,2830.99,810651022906
146294,0,2830.99,810651023101
146295,0,2830.99,810651023002
146296,1,2830.99,810651022913
146297,0,2830.99,810651023118
146298,0,2830.99,810651023019
146299,0,2830.99,696528089674
146300,0,2830.99,696528089681
146301,0,2830.99,696528089698
146302,2,2830.99,696528089704
146303,2,2830.99,696528089711
146304,0,2830.99,696528089728
146305,1,2830.99,696528089766
146306,1,2830.99,696528089773
146307,0,2830.99,696528089780
146308,1,2830.99,696528089797
146309,1,2830.99,696528089803
146310,1,2830.99,696528089841
146316,1,1942.0,815604015806
146326,0,295.45,640832008777
146327,0,511.36,640832008784
146328,1,2735.56,8057829613623
146331,2,2415.56,8057829611520
146332,1,2415.56,8057829612503
146335,0,517.78,8051770131342
146336,1,1365.56,8051770131632
146337,1,1365.56,8051770131595
146338,2,1365.56,8051770131601
146339,0,1481.11,8051770131656
146340,0,1285.56,8051770131441
146342,0,1285.56,8051770131427
146343,0,3125.56,8051770131281
146344,2,757.78,8051770131724
146345,4,757.78,8051770131694
146346,0,757.78,8051770131717
146347,0,830.0,8051770131564
146348,0,1794.44,8051770131748
146349,0,2133.33,8051770131526
146350,0,1883.33,8051770131670
146351,1,2088.89,8051770131472
146352,1,4000.0,8051770131304
146366,9,871.82,682146399240
146367,6,871.82,682146399257
146368,25,551.38,682146398410
146438,23,577.77,850036821298
146439,0,644.43,850036821052
146462,25,728.47,787450810488
146474,25,299.0,858763007602
146475,25,299.0,858763007619
146479,0,427.73,040589029368
146480,0,455.25,040589029375
146481,11,841.99,736676571314
146519,8,1112.22,811777020920
146520,25,370.0,022188890068
146521,7,370.0,022188890129
146544,0,321.14,043125948178
146565,25,540.0,723364220791
146566,21,540.0,723364220784
146571,0,726.2,043125016259
146572,25,671.0,706397943608
146573,0,709.0,706397943592
146575,0,725.0,022188891607
146576,15,769.0,682146399219
146577,25,759.0,682146399233
146578,25,769.0,682146399226
146600,1,244.0,810099571806
146601,5,509.0,682146398434
146602,0,554.44,682146398489
146667,0,223.17,725327937609
146669,0,263.47,725327630968
146670,0,273.02,725327937746
146671,25,249.2,754908305100
146715,0,48.78,811261026957
146789,25,485.0,810100234447
146790,0,485.0,810100234454
146791,0,485.0,810100234461
146792,25,520.0,810100234478
146793,25,485.0,810100234485
146794,10,485.0,810100234492
146795,0,526.0,810100234508
146796,0,485.0,810100234515
146797,0,476.0,810100234522
146798,0,485.0,810100234539
146799,11,581.0,810100234546
146817,0,462.0,798681430734
146819,25,370.0,082442954905
146820,13,370.0,082442954899
146821,25,370.0,082442954912
146964,0,361.0,022188881981
146967,0,532.0,741566905490
146968,25,532.0,741566905483
147005,0,503.11,810012512428
147029,25,1445.0,098289020413
147030,25,1703.0,098289020673
147038,0,136.78,819644024781
147089,0,841.99,736676571321
147090,0,841.99,736676571338
147091,0,841.99,736676571345
147092,0,841.99,736676571369
147106,0,345.94,860001150834
147122,0,613.0,736676191307
147123,3,624.87,736676191345
147124,0,624.87,736676191352
147125,23,313.08,725327628972
147126,0,1065.0,706397934514
147128,18,408.4,725327936800
147129,0,480.0,725327937111
147130,0,963.0,736676704507
147140,25,475.0,706397934675
147202,25,268.54,813393017711
147217,0,2199.0,798681625826
147218,1,2199.0,798681625796
147219,0,1231.0,798681662760
147220,0,1231.0,798681664887
147221,0,1495.0,798681666249
147222,3,1836.0,811154030474
147223,0,1788.97,811154030900
147224,0,1836.0,811154031082
147245,25,419.0,723364224591
147246,25,419.0,723364224652
147247,25,505.0,706397961251
147255,25,520.0,810100235017
147256,0,520.0,810100235031
147257,0,485.0,810100235048
147258,0,472.0,810100235055
147259,0,591.0,810100235024
147262,0,1082.27,023614852896
147263,0,1112.93,023614852964
147264,0,939.2,023614852551
147332,2,1574.59,848037061911
147333,0,1530.39,848037061928
147334,0,697.0,798681652341
147336,0,229.38,855959005534
147337,0,229.38,855959005930
147338,0,577.23,855959001574
147339,13,528.77,855959009815
147340,0,540.0,723364228148
147341,25,540.0,723364228131
147342,19,472.22,810075871036
147343,0,410.99,619835400215
147362,0,270.38,8053800945103
147364,1,252.28,8053800945035
147365,0,124.48,8053800945127
147366,0,132.69,8053800945080
147367,0,124.48,8053800945134
147368,0,132.69,8053800945073
147369,1,390.44,8053800945042
147370,0,382.63,8053800945059
147371,0,5442.0,810021510675
147372,0,5442.0,810021510507
147400,0,849.0,098289001368
147401,0,849.0,098289001351
147415,0,277.33,725327620853
147416,25,767.0,845737011604
147417,1,767.0,845737011611
147418,16,767.0,845737015169
147419,4,767.0,845737015176
147420,4,1674.0,845737015350
147421,0,1883.7,845737015367
147422,0,1883.7,845737015374
147449,0,683.7,023614853930
147450,1,704.14,023614853947
147451,12,888.1,048702018718
147452,0,796.12,048702018749
147453,0,1010.74,048702022340
147454,0,908.54,048702022425
147455,2,1456.0,847313018021
147479,0,1934.07,811452029897
147480,0,1934.07,811452029903
147481,0,1934.07,811452029859
147482,0,1934.07,811452029866
147483,0,1934.07,811452029873
147484,0,1934.07,811452029880
147485,0,1934.07,811452029835
147486,0,1934.07,811452029842
147487,0,1392.69,602686422628
147488,0,1283.8,602686422581
147490,25,439.0,792759418495
147491,0,439.0,810100235253
147492,25,439.0,810100235260
147496,0,480.0,736676439454
147498,0,860.46,806703914213
147499,0,480.31,806703023908
147500,0,515.85,806703023915
147501,0,532.0,806703023922
147507,25,663.13,787450811423
147508,25,674.02,787450811454
147509,24,517.22,787450810990
147510,25,490.0,787450810969
147511,25,577.11,787450811485
147512,0,539.0,787450811546
147513,25,408.33,787450607699
147514,25,408.33,787450811188
147515,25,544.44,787450811720
147516,0,717.58,787450811751
147517,0,473.67,787450811690
147518,0,358.97,787450796263
147525,25,478.0,022188890044
147526,0,1110.67,676351709888
147532,6,605.62,850012235217
147533,9,644.16,850027515274
147534,3,644.16,850027515267
147536,0,1074.0,845737015046
147537,0,1074.0,845737015053
147538,25,1074.0,845737015145
147539,0,1074.0,845737015138
147546,25,592.0,798681667598
147549,0,1759.0,798681664412
147556,2,600.11,866803043336
147586,3,472.22,810075871050
147587,2,494.44,810075871043
147588,0,841.99,736676571390
147589,0,841.99,736676571413
147656,25,576.02,787450653351
147657,25,1088.89,787450829541
147658,0,1088.89,787450829565
147659,1,1088.89,787450829589
147715,4,374.58,602686422598
147830,0,295.96,725327937166
147832,3,1159.0,845737015879
147833,20,1159.0,845737015886
147838,0,841.99,736676571383
147839,0,841.99,736676571406
147841,25,939.29,810035752870
147843,25,797.07,810035755062
147844,0,624.44,718356159258
147845,0,642.22,718356159265
147846,0,650.0,718356159272
147847,0,598.89,718356159241
147848,0,642.22,718356159289
147849,0,585.56,718356159296
147851,7,89.41,850036269014
147852,25,396.59,850036269021
147853,0,396.59,819644028581
147854,0,442.05,850036269038
147855,25,88.24,850036290070
147869,0,471.0,706397962326
147880,3,611.1,850036821304
147881,0,398.89,819644029243
147886,4,1767.15,680017508005
147887,3,1767.15,680017508012
147888,5,1767.15,680017508401
147889,0,1767.15,680017508029
147890,8,1767.15,680017508036
147891,7,1767.15,680017508418
147892,0,1767.15,680017508227
147893,0,1767.15,680017508234
147894,0,1767.15,680017508425
147906,25,254.21,725327938392
147907,10,283.73,754908315406
147908,25,151.64,754908315307
147909,0,250.41,727962708217
147910,25,138.54,727962708057
147937,15,829.0,806703913339
147938,25,999.0,806703913346
147990,0,1753.4,817953027684
147991,0,1556.39,817953027219
147992,0,1753.4,817953027721
147993,0,1753.4,817953028803
147994,0,2758.15,810081130790
147995,0,2758.15,810081130288
147996,0,2915.76,810081131063
147997,3,1001.99,818725011092
147998,2,4533.33,8057829614460
147999,0,806.34,023614853954
148000,2,888.1,048702018725
148001,0,1585.67,811154031266
148002,1,372.22,858763007732
148006,0,901.6,810070689230
148007,0,901.6,810070689254
148008,6,901.6,810070689247
148032,3,363.13,723551440186
148033,0,373.82,723551440193
148035,25,1429.0,706397961244
148036,0,1492.0,706397961237
148039,17,284.09,850030578341
148042,2,121.84,850030578297
148043,6,121.84,850030578273
148044,14,121.84,850030578259
148045,0,83.91,850030578242
148078,3,768.97,643477863862
148079,9,768.97,643477863879
148080,5,573.56,643477863886
148081,6,573.56,643477863893
148082,25,516.09,643477863909
148083,25,479.0,643477863916
148118,14,439.0,810100235321
148119,0,472.0,810100235338
148120,10,485.0,810100235345
148121,12,485.0,810100235352
148122,1,485.0,810100235369
148123,5,485.0,810100235376
148124,0,638.0,810100235383
148125,0,485.0,810100235390
148126,25,788.25,810035755079
148139,8,579.78,850030381286
148140,19,696.63,850030381293
148141,2,792.13,850030381347
148142,0,792.13,850030381354
148143,0,1051.62,023614852827
148148,25,647.0,706397961725
148149,10,602.0,706397943462
148150,25,602.0,706397943479
148151,0,908.54,048702022418
148153,0,1010.74,048702024474
148154,0,417.0,764503913020
148155,0,502.0,764503052125
148162,0,1705.56,700306561396
148165,25,303.54,744253003585
148166,0,363.16,744253003592
148168,10,620.81,839665003930
148169,6,587.47,839665008683
148170,4,654.87,810012512350
148171,0,503.19,810012512374
148237,25,697.0,798681669981
148238,0,849.0,098289041654
148263,0,946.62,806703913421
148264,25,431.0,741566905773
148275,6,1535.15,680017481728
148276,7,1536.15,680017481735
148277,10,1536.15,680017481742
148278,0,734.73,011356187482
148293,2,1165.0,842834101757
148294,2,1535.0,842834103492
148295,2,1565.0,842834103508
