I,Q,P,UPC
108690,25,686.99,818725011955
108703,0,456.9,855959004445
108704,0,410.74,855959007095
108705,0,664.02,855959001291
108706,4,504.74,855959005367
108733,0,448.0,798681599479
108765,0,959.0,798681582983
108770,0,1743.0,798681596201
108795,0,511.1,713780241487
108796,4,511.1,713780241494
108797,25,599.99,713780241432
108798,0,544.43,713780241692
108799,0,655.54,713780241890
108802,25,744.43,713780354309
108803,25,709.0,713780354330
108804,25,766.66,713780354361
108805,25,766.66,713780354392
108844,0,623.62,725327931874
108847,1,447.0,022188875300
108875,0,1073.0,736676471843
108876,0,1073.0,736676471898
108877,0,467.0,736676269167
108878,25,467.0,736676269174
108879,0,467.0,736676269181
108881,0,517.0,736676439218
108882,0,480.0,736676439263
108883,25,480.0,736676439270
108901,0,374.58,602686421225
108902,0,1489.6,602686212083
108903,0,4217.27,602686214230
108904,0,4217.27,602686214339
108905,0,1351.31,602686292085
108914,0,1760.0,818004020456
108915,0,1760.0,818004020463
108916,0,1760.0,818004020470
108917,7,1636.0,856183006038
108918,0,1636.0,856183006045
108919,0,1656.0,818004020791
108920,0,1656.0,818004020784
108921,0,1586.0,856183006052
108922,0,1586.0,856183006069
108927,0,499.0,856304004936
108928,0,499.0,818004020081
108932,9,348.76,678958538526
108933,2,309.53,678958538601
108934,0,348.76,678958735390
108936,24,348.76,678958738025
108937,5,2307.0,847313015815
108938,2,2419.0,847313015822
108941,4,1478.0,847313015808
108954,0,2268.18,800732701110
108955,0,2268.18,800732701103
108983,21,667.0,022188878585
109130,0,2940.66,619835110046
109131,0,881.32,619835300096
109132,0,881.32,619835300126
109133,0,782.42,619835016249
109134,0,964.84,619835016614
109143,0,1223.6,8053800940368
109153,0,399.0,8053800940474
109160,0,1175.52,8053800940481
109161,0,1206.21,8053800940498
109189,0,326.0,736676038190
109190,25,433.0,015813504294
109191,25,391.0,015813540476
109192,25,489.0,015813506380
109193,0,392.0,015813506397
109194,25,469.0,015813506472
109195,0,480.0,015813506489
109196,0,474.0,015813521451
109197,25,159.0,884110370716
109199,0,423.0,015813682244
109200,0,521.0,015813852128
109202,0,456.0,015813543309
109203,0,391.0,015813543347
109204,0,772.0,015813516655
109209,0,346.0,015813280136
109211,0,688.0,015813280198
109212,0,478.0,015813280266
109213,0,367.0,015813280273
109214,0,605.0,015813280280
109215,0,478.0,015813280433
109216,0,454.0,015813280440
109217,0,454.0,015813280457
109218,0,454.0,015813280464
109219,0,451.0,015813280525
109220,25,451.0,015813280532
109221,0,451.0,015813280549
109224,0,605.0,015813280570
109225,0,605.0,015813280587
109226,0,605.0,015813280594
109229,0,382.0,015813280686
109230,0,382.0,015813280693
109234,0,400.0,015813280730
109235,0,454.0,015813280747
109243,0,345.56,687748692935
109254,11,498.89,687748693116
109255,16,498.89,687748693123
109262,0,695.0,723364213526
109265,25,375.0,723364212994
109266,25,375.0,723364214257
109307,0,764.0,098289001283
109419,0,410.0,736676084029
109420,0,410.0,736676084036
109421,0,410.0,736676084043
109422,0,410.0,736676084050
109458,8,362.0,640832003161
109459,0,418.18,640832006261
109460,25,387.0,640832006490
109461,25,408.0,640832006551
109484,25,387.78,819644022763
109486,0,387.78,819644022787
109490,0,398.89,819644022824
109508,0,298.88,819644021476
109570,5,1062.71,879971008472
109571,25,391.0,015813582445
109572,25,410.0,015813280501
109576,0,410.0,015813280655
109577,0,410.0,015813280662
109578,0,410.0,015813280679
109580,0,605.0,015813279390
109581,0,605.0,015813279406
109582,0,605.0,015813279413
109583,0,605.0,015813279420
109613,25,340.0,706397926038
109614,25,340.0,706397926045
109615,25,340.0,706397926021
109616,25,340.0,706397926014
109645,25,1066.0,706397918880
109744,0,569.0,736676054442
109751,25,272.35,611613121633
109768,2,2531.0,847313015648
109769,2,2643.0,847313015655
109770,4,2419.0,847313015662
109771,2,2531.0,847313015679
109774,17,950.64,011356574107
109775,16,950.64,011356574114
109776,25,950.64,011356574121
109777,4,950.64,011356574152
109778,0,950.64,011356574169
109779,0,950.64,011356574138
109780,0,950.64,011356574145
109781,0,950.64,011356574176
109782,1,950.64,011356574183
109783,25,950.64,011356574190
109784,25,950.64,011356574206
109785,2,663.1,011356573827
109786,2,593.52,011356573834
109787,25,127.91,062654138430
109788,0,127.91,062654138447
109789,12,163.73,062654138416
109790,0,163.73,062654138423
109791,0,2169.38,011356229731
109792,0,2169.38,011356229748
109821,3,478.0,022188877533
109848,0,1489.0,098289112118
109885,0,2513.74,840906121283
109886,0,2616.76,840906102824
109947,0,890.0,706397925505
109948,0,890.0,706397926335
109949,0,890.0,706397925987
110084,25,705.97,812441027955
110191,0,77.02,815648028343
110202,0,768.13,682146394399
110203,0,768.13,682146394436
110204,0,450.25,682146393828
110208,0,768.13,682146394498
110209,0,768.13,682146394559
110214,0,652.27,640832004007
110251,13,1602.13,897903003173
110252,12,1493.12,897903003180
110253,9,1421.55,897903002749
110352,0,1425.0,818773021098
110353,0,1425.0,818773021081
110354,2,1840.43,043125300211
110357,0,1424.67,043125300235
110361,25,235.0,725327932017
110362,25,235.0,725327932161
110419,0,247.88,815648028572
110475,0,301.01,815648029050
110478,12,1322.96,815648028992
110479,3,1375.19,815648029012
110543,25,468.0,022188873573
110544,0,468.0,022188877700
110547,21,486.87,022188873580
110548,20,705.0,082442914954
110551,18,705.0,082442915029
110552,11,705.0,082442915012
110553,11,705.0,082442914992
110593,25,586.91,787450512832
110594,0,515.06,810012511704
110595,0,630.69,810012511711
110596,0,435.49,810012511728
110597,1,551.12,810012511742
110598,0,440.43,810012511735
110599,0,556.07,810012511759
110601,0,699.38,810012511766
110602,0,653.26,810012511797
110603,0,1394.53,810012511575
110604,0,1394.53,810012511582
110609,50,27.95,859464006062
110621,0,338.12,043125848171
110686,0,566.0,798681607709
110688,0,1133.0,798681596607
110693,25,1560.29,897903003227
110694,5,1328.44,897903002428
110748,9,196.55,040589026039
110806,0,2019.22,851046006491
110807,0,2019.22,851046006743
110808,0,2019.22,851046006873
110809,0,2019.22,851046006880
110841,0,745.02,023614739562
110850,0,1123.15,023614738077
110856,12,1736.34,023614739203
110861,20,1767.0,023614739241
110862,10,1797.66,023614739258
110863,18,1767.0,023614739265
110870,0,603.24,747115436927
110871,25,579.0,747115436934
110872,25,579.0,747115436941
110873,4,603.24,747115436958
110890,25,199.0,062654402074
110891,25,209.78,062654402104
111004,5,1020.96,023614735281
111014,0,2247.33,023614737414
111015,0,2247.33,023614737421
111016,0,2308.65,023614737438
111017,0,2308.65,023614737445
111018,0,2308.65,023614737452
111019,0,2308.65,023614737469
111020,0,2410.85,023614736752
111021,0,2410.85,023614736769
111099,0,1971.4,023614737759
111101,0,1971.4,023614739296
111102,0,1399.09,023614737544
111103,0,1399.09,023614737537
111116,0,1061.84,023614739081
111158,3,1582.42,811452022812
111159,1,1582.42,811452022829
111160,3,1582.42,811452022836
111161,1,1582.42,811452022843
111162,2,1582.42,811452022850
111193,0,1767.15,680017478001
111194,0,1767.15,680017478018
111195,0,1767.15,680017478025
111196,0,1767.15,680017478032
111315,4,203.37,048702017872
111329,0,918.76,048702017568
111330,0,918.76,048702017575
111331,0,806.34,048702008962
111332,0,806.34,048702008979
111333,0,918.76,048702017582
111334,0,918.76,048702017599
111335,0,898.32,048702018206
111336,0,898.32,048702018213
111337,0,806.34,048702018220
111338,0,806.34,048702018237
111339,0,918.76,048702018244
111340,0,918.76,048702018251
111342,0,877.88,048702016943
111343,0,877.88,048702016936
111344,0,877.88,048702018275
111345,25,377.11,048702005473
111346,25,377.11,048702018282
111347,10,377.11,048702018299
111348,10,356.67,048702018312
111349,16,377.11,048702018329
111350,6,346.45,048702016769
111351,9,346.45,048702018343
111352,0,540.63,048702018404
111353,0,469.09,048702018411
111354,0,469.09,048702018428
111355,0,458.87,048702007200
111357,0,458.87,048702009273
111358,0,458.87,048702018459
111361,0,561.07,048702008757
111362,0,561.07,048702018497
111363,0,1399.09,048702018534
111365,0,1613.7,048702018565
111366,0,1695.46,048702018572
111367,0,1695.46,048702018589
111368,0,1726.12,048702018596
111369,0,1644.36,048702018619
111376,0,959.64,048702016509
111382,0,1276.45,048702001918
111398,0,1485.33,855193006922
111399,8,1517.62,853143008422
111400,1,1517.93,853143008965
111402,5,1473.58,853143008545
111403,5,1473.58,853143008613
111432,3,478.0,022188877038
111458,25,399.0,640832007787
111459,25,479.0,640832007794
111460,25,479.0,640832007800
111461,11,389.0,640832007756
111462,25,449.0,640832007763
111463,25,449.0,640832007770
111466,0,209.41,850869008019
111467,0,202.19,850869008026
111468,0,209.41,850869008033
111469,17,202.19,850869008101
111473,6,513.0,741566903137
111474,15,509.0,741566903229
111475,14,463.0,741566903144
111476,3,463.0,741566903168
111477,2,463.0,741566903151
111478,15,297.0,741566903380
111479,0,332.0,741566903472
111480,0,384.0,741566903489
111497,0,181.01,011356196187
111498,25,181.01,011356196194
111574,5,1553.0,818773020008
111575,0,1635.0,818773020015
111597,0,279.0,723364214547
111598,0,279.0,723364214554
111599,25,279.0,723364214561
111600,25,315.0,723364214585
111601,8,315.0,723364214592
111602,0,279.0,723364214608
111654,0,421.35,816903022809
111662,0,544.94,816903027637
111685,0,657.8,682146501889
111686,0,756.63,682146501896
111687,0,756.63,682146501902
111691,0,657.8,682146502343
111692,0,657.8,682146502350
111717,25,113.74,860001150803
111721,1,543.33,797734029963
111722,0,694.44,609788801313
111723,0,543.33,610696740700
111725,0,765.56,740120787565
111728,0,646.67,609788801160
111729,3,646.67,609788801177
111730,12,535.56,797734029970
111732,2,617.58,610696740724
111735,5,697.78,737278253332
111736,0,764.44,737278253424
111739,7,697.78,602938282413
111740,0,764.44,602938282420
111742,0,984.44,712195498394
111743,4,603.33,797734029987
111749,3,573.33,610696740731
111750,0,676.67,712195498462
111838,25,539.0,688218791837
111839,0,581.0,688218791844
111840,4,581.0,688218791851
111841,25,1399.0,811826028129
111842,1,1622.69,811826028136
111844,0,1622.69,811826028082
111845,0,1622.69,811826028099
111847,0,1545.42,811826028105
111848,0,1545.42,811826028112
111849,0,1425.0,811826028150
111850,0,2971.14,811826028624
111851,0,2971.14,811826028761
111852,0,3156.59,811826028860
111853,0,3233.86,811826028884
111854,0,2893.86,811826028648
111898,25,462.88,043125110025
111899,0,534.94,043125110032
111900,1,1769.44,866803012905
111901,0,1769.44,866803012912
111902,0,1769.44,866803012943
111903,0,1769.44,866803012950
111904,2,1769.44,866803012981
111905,0,1769.44,866803012998
111906,3,1258.76,810496021980
111907,4,1258.76,810496021997
111908,0,1258.76,810496022000
112078,0,1378.4,054041394482
112079,0,1378.4,054041329484
112080,0,1378.4,054041396486
112081,0,2121.81,054041418485
112082,0,2121.81,054041419482
112083,0,2121.81,054041420488
112084,0,2121.81,054041421485
112085,0,2694.74,054041445481
112086,0,2694.74,054041452489
112087,0,2844.44,054041441483
112088,0,2694.74,054041463485
112089,0,2653.56,054041466486
112090,0,2601.93,054041470483
112091,0,2783.33,054041471480
112092,0,2531.37,054041472487
112093,0,2783.33,054041473484
112094,0,2783.33,054041474481
112095,0,2636.84,054041475488
112152,0,1232.96,794504112221
112153,0,1342.85,794504111323
112165,3,585.71,818095020038
112166,1,585.71,818095020076
112167,8,585.71,818095020090
112168,0,585.71,818095020137
112169,7,585.71,818095020199
112170,0,585.71,818095020298
112171,8,585.71,818095020335
112172,5,585.71,818095020373
112173,10,585.71,818095020397
112202,0,47.74,811261026759
112203,0,57.79,811261027541
112214,0,403.0,022188879193
112215,0,403.0,022188879414
112216,25,403.0,022188879421
112324,0,928.18,848037056276
112443,0,471.0,736676083664
112444,0,449.0,736676083671
112445,0,449.0,736676083688
112446,0,449.0,736676083695
112448,25,686.0,736676085293
112450,25,416.16,022188871272
112451,25,461.0,022188871289
112452,25,461.0,022188870671
112453,25,645.45,022188874464
112454,25,649.0,022188874341
112456,25,666.67,022188874389
112457,16,669.0,022188874396
112465,0,3449.45,850002972009
112466,0,3449.45,850002972054
112467,0,3576.92,850002972092
112468,0,3449.45,850002972405
112469,0,3882.42,850002972504
112470,25,334.29,611613021483
112471,25,334.29,611613021490
112513,0,425.0,736676084098
112514,8,1470.0,747115436606
112515,5,1470.0,747115436637
112516,8,1470.0,747115436644
112517,12,1012.67,747115436712
112518,19,898.33,747115436668
112519,0,1275.0,082442915715
112520,25,1209.0,082442915708
112521,11,277.33,725327617488
112522,0,277.33,725327617501
112523,25,269.0,725327617495
112524,0,288.0,725327617518
112538,0,1073.0,736676571000
112539,0,1073.0,736676571017
112540,7,1073.0,736676571024
112541,1,807.87,019962457869
112542,0,1291.01,680490947551
112543,1,1408.99,681565224652
112547,3,1128.09,680490947612
112550,1,1043.82,680490947728
112551,2,1043.82,680490950308
112566,0,1106.0,688218755129
112567,0,1106.0,688218536155
112573,2,1473.0,688218769928
112574,4,1473.0,688218769942
112575,1,1473.0,688218769935
112603,25,313.0,736676038183
112656,25,142.93,727962703366
112657,8,164.27,727962703373
112658,25,156.8,727962702949
112659,25,156.8,727962703342
112660,25,202.25,853267007028
112661,25,202.25,819644022053
112678,0,212.15,725327617433
112693,6,341.33,725327932062
112694,12,341.33,725327932079
112695,25,352.0,725327932048
112696,0,352.0,725327932055
112697,0,341.33,725327932154
112698,0,357.33,725327932147
112739,0,889.0,022188877731
112740,0,889.0,022188877748
112750,25,667.0,022188879643
112753,25,675.0,022188879667
112767,0,362.0,640832006438
112796,25,247.64,754908213504
112806,14,371.0,741566903175
112807,25,390.0,741566903373
112842,25,546.0,764503034152
112843,0,546.0,764503034183
112864,4,772.38,682146281910
112865,0,658.24,682146281903
112891,0,768.13,682146394382
112894,25,242.64,725327932512
112895,25,242.64,725327932635
112902,0,721.33,725327617563
112903,0,731.93,725327617570
112904,0,721.33,725327617587
112905,0,731.93,725327617594
112906,0,721.33,725327617600
112907,0,731.93,725327617617
112908,0,721.33,725327617525
112909,0,731.93,725327617532
112910,0,721.33,725327617556
112911,0,731.93,725327617549
112912,0,721.33,725327617624
112913,0,722.61,725327617631
112914,0,721.33,725327617648
112916,0,721.33,725327617662
112917,0,731.93,725327617679
112918,15,341.33,725327932758
112920,0,2803.85,840906121412
113029,0,882.87,682146282160
113030,0,882.87,682146282153
113031,5,882.87,682146282146
113036,25,580.0,736676191154
113037,0,580.0,736676191161
113038,0,580.0,736676191178
113085,0,2668.2,866955000317
113086,0,2668.2,850000857360
113088,0,2425.56,850000857155
113090,0,2399.2,850000857186
113147,25,176.0,736676020027
113148,25,176.0,736676020034
113149,25,176.0,736676020041
113174,0,859.34,619835060464
113175,0,859.34,619835060457
113176,0,859.34,619835060488
113177,0,447.0,736676269815
113178,0,446.0,736676269853
113179,25,867.0,736676085323
113243,8,701.66,848037055477
113256,25,451.0,022188879308
113257,25,451.0,022188879179
113258,21,451.0,022188879315
113263,0,1233.0,736676050659
113265,25,233.0,736676037919
113266,25,1679.0,736676180837
113267,0,1280.0,736676180424
113273,0,1158.0,706397926304
113276,0,615.22,787450545823
113283,0,450.25,682146393835
113302,0,2355.62,850006403509
113303,0,242.64,725327932826
113322,25,673.0,736676269839
113323,0,673.0,736676269938
113334,25,580.0,022188871173
113390,0,1993.76,761226089698
113391,0,1993.76,761226089681
113392,0,1993.76,761226089674
113393,0,2184.31,761226089742
113394,0,2184.31,761226089759
113395,0,1846.76,761226089735
113406,0,652.24,761226089537
113407,0,758.96,761226089544
113452,0,2038.19,806703018522
113453,0,2038.19,806703018539
113456,0,1639.08,806703912493
113484,3,385.64,040589026626
113499,25,829.0,011356229700
113500,0,623.19,011356574930
113503,2,774.64,011356232014
113504,0,316.2,062654477003
113506,9,296.76,062654472411
113507,0,365.32,011356188199
113511,7,1307.77,011356229939
113512,10,837.09,011356229922
113513,1,843.2,011356574244
113514,0,843.2,011356574251
113515,1,843.2,011356574268
113516,3,843.2,011356574275
113517,0,843.2,011356574282
113518,0,843.2,011356574299
113519,0,843.2,011356574305
113520,0,843.2,011356574312
113524,25,405.23,011356574824
113542,8,333.2,611613191308
113545,0,764.0,098289001290
113546,0,766.0,098289112187
113554,25,666.16,011356575241
113555,25,394.0,764503032653
113558,0,394.0,764503037894
113581,6,1285.98,897903002619
113617,0,561.0,706397926588
113630,0,523.99,856169007066
113644,0,1702.2,687748692669
113645,0,1702.2,687748692706
113659,25,228.31,855959005091
113660,0,242.14,855959009983
113676,4,172.8,727962703618
